# timestamp(s) tx ty tz qx qy qz qw
4.465000000 -13.000000 13.000000 1.015383 0.000000 0.000000 0.000000 1.000000
4.470000000 -13.000000 13.000000 1.014896 0.000000 0.000000 0.000000 1.000000
4.475000000 -13.000000 13.000000 1.014419 0.000000 0.000000 0.000000 1.000000
4.480000000 -13.000000 13.000000 1.013949 0.000000 0.000000 0.000000 1.000000
4.485000000 -13.000000 13.000000 1.013487 0.000000 0.000000 0.000000 1.000000
4.490000000 -13.000000 13.000000 1.013033 0.000000 0.000000 0.000000 1.000000
4.495000000 -13.000000 13.000000 1.012587 0.000000 0.000000 0.000000 1.000000
4.500000000 -13.000000 13.000000 1.012149 0.000000 0.000000 0.000000 1.000000
4.505000000 -13.000000 13.000000 1.011719 0.000000 0.000000 0.000000 1.000000
4.510000000 -13.000000 13.000000 1.011296 0.000000 0.000000 0.000000 1.000000
4.515000000 -13.000000 13.000000 1.010881 0.000000 0.000000 0.000000 1.000000
4.520000000 -13.000000 13.000000 1.010473 0.000000 0.000000 0.000000 1.000000
4.525000000 -13.000000 13.000000 1.010072 0.000000 0.000000 0.000000 1.000000
4.530000000 -13.000000 13.000000 1.009678 0.000000 0.000000 0.000000 1.000000
4.535000000 -13.000000 13.000000 1.009292 0.000000 0.000000 0.000000 1.000000
4.540000000 -13.000000 13.000000 1.008912 0.000000 0.000000 0.000000 1.000000
4.545000000 -13.000000 13.000000 1.008540 0.000000 0.000000 0.000000 1.000000
4.550000000 -13.000000 13.000000 1.008174 0.000000 0.000000 0.000000 1.000000
4.555000000 -13.000000 13.000000 1.007816 0.000000 0.000000 0.000000 1.000000
4.560000000 -13.000000 13.000000 1.007463 0.000000 0.000000 0.000000 1.000000
4.565000000 -13.000000 13.000000 1.007118 0.000000 0.000000 0.000000 1.000000
4.570000000 -13.000000 13.000000 1.006779 0.000000 0.000000 0.000000 1.000000
4.575000000 -13.000000 13.000000 1.006446 0.000000 0.000000 0.000000 1.000000
4.580000000 -13.000000 13.000000 1.006120 0.000000 0.000000 0.000000 1.000000
4.585000000 -13.000000 13.000000 1.005800 0.000000 0.000000 0.000000 1.000000
4.590000000 -13.000000 13.000000 1.005486 0.000000 0.000000 0.000000 1.000000
4.595000000 -13.000000 13.000000 1.005178 0.000000 0.000000 0.000000 1.000000
4.600000000 -13.000000 13.000000 1.004876 0.000000 0.000000 0.000000 1.000000
4.605000000 -13.000000 13.000000 1.004581 0.000000 0.000000 0.000000 1.000000
4.610000000 -13.000000 13.000000 1.004291 0.000000 0.000000 0.000000 1.000000
4.615000000 -13.000000 13.000000 1.004006 0.000000 0.000000 0.000000 1.000000
4.620000000 -13.000000 13.000000 1.003728 0.000000 0.000000 0.000000 1.000000
4.625000000 -13.000000 13.000000 1.003455 0.000000 0.000000 0.000000 1.000000
4.630000000 -13.000000 13.000000 1.003188 0.000000 0.000000 0.000000 1.000000
4.635000000 -13.000000 13.000000 1.002926 0.000000 0.000000 0.000000 1.000000
4.640000000 -13.000000 13.000000 1.002670 0.000000 0.000000 0.000000 1.000000
4.645000000 -13.000000 13.000000 1.002419 0.000000 0.000000 0.000000 1.000000
4.650000000 -13.000000 13.000000 1.002173 0.000000 0.000000 0.000000 1.000000
4.655000000 -13.000000 13.000000 1.001932 0.000000 0.000000 0.000000 1.000000
4.660000000 -13.000000 13.000000 1.001697 0.000000 0.000000 0.000000 1.000000
4.665000000 -13.000000 13.000000 1.001466 0.000000 0.000000 0.000000 1.000000
4.670000000 -13.000000 13.000000 1.001241 0.000000 0.000000 0.000000 1.000000
4.675000000 -13.000000 13.000000 1.001020 0.000000 0.000000 0.000000 1.000000
4.680000000 -13.000000 13.000000 1.000804 0.000000 0.000000 0.000000 1.000000
4.685000000 -13.000000 13.000000 1.000593 0.000000 0.000000 0.000000 1.000000
4.690000000 -13.000000 13.000000 1.000387 0.000000 0.000000 0.000000 1.000000
4.695000000 -13.000000 13.000000 1.000185 0.000000 0.000000 0.000000 1.000000
4.700000000 -13.000000 13.000000 0.999988 0.000000 0.000000 0.000000 1.000000
4.705000000 -13.000000 13.000000 0.999795 0.000000 0.000000 0.000000 1.000000
4.710000000 -13.000000 13.000000 0.999607 0.000000 0.000000 0.000000 1.000000
4.715000000 -13.000000 13.000000 0.999423 0.000000 0.000000 0.000000 1.000000
4.720000000 -13.000000 13.000000 0.999243 0.000000 0.000000 0.000000 1.000000
4.725000000 -13.000000 13.000000 0.999068 0.000000 0.000000 0.000000 1.000000
4.730000000 -13.000000 13.000000 0.998897 0.000000 0.000000 0.000000 1.000000
4.735000000 -13.000000 13.000000 0.998730 0.000000 0.000000 0.000000 1.000000
4.740000000 -13.000000 13.000000 0.998567 0.000000 0.000000 0.000000 1.000000
4.745000000 -13.000000 13.000000 0.998408 0.000000 0.000000 0.000000 1.000000
4.750000000 -13.000000 13.000000 0.998253 0.000000 0.000000 0.000000 1.000000
4.755000000 -13.000000 13.000000 0.998101 0.000000 0.000000 0.000000 1.000000
4.760000000 -13.000000 13.000000 0.997954 0.000000 0.000000 0.000000 1.000000
4.765000000 -13.000000 13.000000 0.997810 0.000000 0.000000 0.000000 1.000000
